corps,event_name,date,location,chief_judge,season,total_score,total_rank,color_guard_achievement_judge,color_guard_achievement_rank,color_guard_achievement_score,color_guard_content_judge,color_guard_content_rank,color_guard_content_score,general_effect_1_performance_judge,general_effect_1_performance_rank,general_effect_1_performance_score,general_effect_1_repertoire_judge,general_effect_1_repertoire_rank,general_effect_1_repertoire_score,general_effect_2_performance_judge,general_effect_2_performance_rank,general_effect_2_performance_score,general_effect_2_repertoire_judge,general_effect_2_repertoire_rank,general_effect_2_repertoire_score,music_analysis_achievement_judge,music_analysis_achievement_rank,music_analysis_achievement_score,music_analysis_content_judge,music_analysis_content_rank,music_analysis_content_score,music_brass_achievement_judge,music_brass_achievement_rank,music_brass_achievement_score,music_brass_content_judge,music_brass_content_rank,music_brass_content_score,music_brass_continuity_judge,music_brass_continuity_rank,music_brass_continuity_score,music_percussion_achievement_judge,music_percussion_achievement_rank,music_percussion_achievement_score,music_percussion_content_judge,music_percussion_content_rank,music_percussion_content_score,music_percussion_continuity_judge,music_percussion_continuity_rank,music_percussion_continuity_score,penalties_judge,penalties_rank,penalties_score,special_brass_friday_judge,special_brass_friday_rank,special_brass_friday_score,special_brass_thursday_judge,special_brass_thursday_rank,special_brass_thursday_score,special_cg_friday_judge,special_cg_friday_rank,special_cg_friday_score,special_cg_thursday_judge,special_cg_thursday_rank,special_cg_thursday_score,special_ge_friday_judge,special_ge_friday_rank,special_ge_friday_score,special_ge_thursday_judge,special_ge_thursday_rank,special_ge_thursday_score,special_perc_friday_judge,special_perc_friday_rank,special_perc_friday_score,special_perc_thursday_judge,special_perc_thursday_rank,special_perc_thursday_score,special_visual_proficiency_friday_judge,special_visual_proficiency_friday_rank,special_visual_proficiency_friday_score,special_visual_proficiency_thursday_judge,special_visual_proficiency_thursday_rank,special_visual_proficiency_thursday_score,visual_analysis_achievement_judge,visual_analysis_achievement_rank,visual_analysis_achievement_score,visual_analysis_composition_judge,visual_analysis_composition_rank,visual_analysis_composition_score,visual_proficiency_achievement_judge,visual_proficiency_achievement_rank,visual_proficiency_achievement_score,visual_proficiency_content_judge,visual_proficiency_content_rank,visual_proficiency_content_score,visual_proficiency_continuity_judge,visual_proficiency_continuity_rank,visual_proficiency_continuity_score
Seattle Cascades,DCI Southeastern Championship,2019-07-27,"Atlanta, GA",Garland Markham,2019,69.225,22,Hieu Nguyen,22.0,6.6,Hieu Nguyen,22.0,7.2,Mike Anderson,22.0,6.9,Mike Anderson,22.0,6.7,Ted Wemhoff,22.0,7,Ted Wemhoff,22.0,6.8,Chris Romanowski,21.0,6.8,Chris Romanowski,21.0,7,Mark Hoskins,22.0,6.9,Mark Hoskins,22.0,7.2,,,,Jeff Prosperie,22.0,6.9,Jeff Prosperie,22.0,7.1,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Chumley,21.0,7.2,William Chumley,22.0,6.9,Carl Nelson,22.0,6.6,Carl Nelson,22.0,7,,,
Spirit of Atlanta,DCI Southeastern Championship,2019-07-27,"Atlanta, GA",Garland Markham,2019,82.4,13,Hieu Nguyen,12.0,8.1,Hieu Nguyen,13.0,8.2,Mike Anderson,13.0,8.4,Mike Anderson,12.0,8.3,Ted Wemhoff,12.0,8.2,Ted Wemhoff,12.0,8.3,Chris Romanowski,12.0,8.1,Chris Romanowski,13.0,8.2,Mark Hoskins,12.0,8.35,Mark Hoskins,12.0,8.5,,,,Jeff Prosperie,12.0,8.2,Jeff Prosperie,13.0,8,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Chumley,13.0,8.4,William Chumley,11.0,8.3,Carl Nelson,13.0,8.2,Carl Nelson,13.0,8.3,,,
The Academy,DCI Southeastern Championship,2019-07-27,"Atlanta, GA",Garland Markham,2019,79.875,14,Hieu Nguyen,15.0,7.8,Hieu Nguyen,16.0,7.9,Mike Anderson,14.0,8.2,Mike Anderson,13.0,8.25,Ted Wemhoff,14.0,8,Ted Wemhoff,16.0,7.9,Chris Romanowski,15.0,7.7,Chris Romanowski,14.0,8.1,Mark Hoskins,16.0,8,Mark Hoskins,16.0,8.1,,,,Jeff Prosperie,18.0,7.45,Jeff Prosperie,17.0,7.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Chumley,14.0,8.3,William Chumley,15.0,8,Carl Nelson,15.0,8,Carl Nelson,16.0,8,,,
The Cadets,DCI Southeastern Championship,2019-07-27,"Atlanta, GA",Garland Markham,2019,85.95,9,Hieu Nguyen,9.0,8.55,Hieu Nguyen,10.0,8.6,Mike Anderson,10.0,8.6,Mike Anderson,14.0,8.2,Ted Wemhoff,9.0,8.55,Ted Wemhoff,11.0,8.4,Chris Romanowski,8.0,8.6,Chris Romanowski,9.0,8.6,Mark Hoskins,9.0,8.55,Mark Hoskins,10.0,8.6,,,,Jeff Prosperie,6.0,8.7,Jeff Prosperie,6.0,8.9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Chumley,10.0,8.55,William Chumley,12.0,8.25,Carl Nelson,8.0,8.7,Carl Nelson,9.0,8.7,,,
The Cavaliers,DCI Southeastern Championship,2019-07-27,"Atlanta, GA",Garland Markham,2019,90.613,6,Hieu Nguyen,6.0,8.95,Hieu Nguyen,5.0,9.05,Mike Anderson,5.0,9.1,Mike Anderson,4.0,9.2,Ted Wemhoff,6.0,9,Ted Wemhoff,4.0,9.2,Chris Romanowski,5.0,9,Chris Romanowski,5.0,9.1,Mark Hoskins,5.0,9.1,Mark Hoskins,4.0,9.25,,,,Jeff Prosperie,5.0,8.9,Jeff Prosperie,5.0,9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Chumley,6.0,8.95,William Chumley,5.0,9.05,Carl Nelson,5.0,9,Carl Nelson,5.0,9.1,,,
Troopers,DCI Southeastern Championship,2019-07-27,"Atlanta, GA",Garland Markham,2019,76.275,18,Hieu Nguyen,18.0,7.6,Hieu Nguyen,17.0,7.8,Mike Anderson,18.0,7.8,Mike Anderson,18.0,7.6,Ted Wemhoff,17.0,7.7,Ted Wemhoff,18.0,7.7,Chris Romanowski,17.0,7.4,Chris Romanowski,17.0,7.6,Mark Hoskins,19.0,7.5,Mark Hoskins,19.0,7.5,,,,Jeff Prosperie,17.0,7.5,Jeff Prosperie,16.0,7.65,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Chumley,18.0,7.8,William Chumley,17.0,7.7,Carl Nelson,18.0,7.5,Carl Nelson,18.0,7.7,,,
Blue Devils,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,93.5,1,Damon Padilla,3.0,9.2,Damon Padilla,1.0,9.4,Kyle Miller,2.0,9.45,Kyle Miller,1.0,9.5,Glenn Fugett,2.0,9.4,Glenn Fugett,1.0,9.5,Dave Carbone,4.0,9,Dave Carbone,4.0,9.2,Nola Jones,2.0,9.3,Nola Jones,3.0,9.3,,,,Mike Leitzke,5.0,8.9,Mike Leitzke,2.0,9.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,2.0,9.45,George Oliviero,1.0,9.55,William Chumley,1.0,9.3,William Chumley,1.0,9.5,,,
Blue Stars,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,86.75,7,Damon Padilla,6.0,8.9,Damon Padilla,5.0,9,Kyle Miller,8.0,8.5,Kyle Miller,6.0,8.8,Glenn Fugett,8.0,8.6,Glenn Fugett,8.0,8.6,Dave Carbone,7.0,8.6,Dave Carbone,7.0,8.9,Nola Jones,7.0,8.6,Nola Jones,7.0,8.7,,,,Mike Leitzke,7.0,8.6,Mike Leitzke,8.0,8.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,7.0,8.5,George Oliviero,7.0,8.7,William Chumley,7.0,8.6,William Chumley,7.0,8.8,,,
Bluecoats,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,93.425,2,Damon Padilla,2.0,9.3,Damon Padilla,4.0,9.1,Kyle Miller,1.0,9.6,Kyle Miller,2.0,9.4,Glenn Fugett,1.0,9.5,Glenn Fugett,2.0,9.45,Dave Carbone,2.0,9.1,Dave Carbone,1.0,9.35,Nola Jones,3.0,9.2,Nola Jones,2.0,9.35,,,,Mike Leitzke,2.0,9.1,Mike Leitzke,3.0,9.15,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,1.0,9.5,George Oliviero,2.0,9.4,William Chumley,3.0,9.1,William Chumley,3.0,9.3,,,
Boston Crusaders,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,89.975,5,Damon Padilla,1.0,9.4,Damon Padilla,2.0,9.3,Kyle Miller,4.0,9.1,Kyle Miller,4.0,9.1,Glenn Fugett,5.0,8.85,Glenn Fugett,4.0,9.1,Dave Carbone,6.0,8.8,Dave Carbone,5.0,9.15,Nola Jones,5.0,9.1,Nola Jones,6.0,9,,,,Mike Leitzke,8.0,8.4,Mike Leitzke,7.0,8.7,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,4.0,9.1,George Oliviero,5.0,8.9,William Chumley,5.0,8.9,William Chumley,6.0,8.9,,,
Carolina Crown,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,90.075,4,Damon Padilla,5.0,9,Damon Padilla,7.0,8.8,Kyle Miller,6.0,9,Kyle Miller,7.0,8.7,Glenn Fugett,4.0,9,Glenn Fugett,6.0,8.9,Dave Carbone,1.0,9.15,Dave Carbone,3.0,9.25,Nola Jones,1.0,9.35,Nola Jones,1.0,9.4,,,,Mike Leitzke,3.0,9.05,Mike Leitzke,4.0,9.1,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,5.0,9.05,George Oliviero,6.0,8.8,William Chumley,6.0,8.8,William Chumley,4.0,9.2,,,
Music City,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,73.05,9,Damon Padilla,9.0,7.1,Damon Padilla,9.0,7.3,Kyle Miller,9.0,7.5,Kyle Miller,9.0,7.3,Glenn Fugett,9.0,7.3,Glenn Fugett,9.0,7.1,Dave Carbone,9.0,7.3,Dave Carbone,9.0,7.6,Nola Jones,9.0,7.3,Nola Jones,9.0,7.6,,,,Mike Leitzke,9.0,6.9,Mike Leitzke,9.0,7.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,9.0,7.3,George Oliviero,9.0,7.5,William Chumley,9.0,7.4,William Chumley,9.0,7.2,,,
Santa Clara Vanguard,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,92.575,3,Damon Padilla,4.0,9.1,Damon Padilla,3.0,9.2,Kyle Miller,3.0,9.4,Kyle Miller,3.0,9.3,Glenn Fugett,3.0,9.2,Glenn Fugett,3.0,9.3,Dave Carbone,3.0,9.05,Dave Carbone,2.0,9.3,Nola Jones,4.0,9.15,Nola Jones,4.0,9.25,,,,Mike Leitzke,1.0,9.2,Mike Leitzke,1.0,9.3,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,3.0,9.3,George Oliviero,3.0,9.3,William Chumley,2.0,9.2,William Chumley,2.0,9.4,,,
The Cadets,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,86.05,8,Damon Padilla,8.0,8.6,Damon Padilla,8.0,8.5,Kyle Miller,7.0,8.7,Kyle Miller,8.0,8.5,Glenn Fugett,7.0,8.7,Glenn Fugett,7.0,8.7,Dave Carbone,8.0,8.5,Dave Carbone,8.0,8.7,Nola Jones,8.0,8.3,Nola Jones,8.0,8.6,,,,Mike Leitzke,4.0,9,Mike Leitzke,5.0,9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,8.0,8.2,George Oliviero,8.0,8.4,William Chumley,8.0,8.5,William Chumley,8.0,8.6,,,
The Cavaliers,The Masters of the Summer Music Games,2019-07-26,"Murfreesboro, TN",George Oliviero,2019,89.5,6,Damon Padilla,7.0,8.8,Damon Padilla,6.0,8.9,Kyle Miller,5.0,9.05,Kyle Miller,5.0,8.9,Glenn Fugett,6.0,8.8,Glenn Fugett,5.0,9,Dave Carbone,5.0,8.9,Dave Carbone,6.0,9,Nola Jones,6.0,9,Nola Jones,5.0,9.2,,,,Mike Leitzke,6.0,8.8,Mike Leitzke,6.0,8.9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Oliviero,6.0,8.9,George Oliviero,4.0,9,William Chumley,4.0,9,William Chumley,5.0,9.1,,,
Blue Knights,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,87.45,1,Christine Clayton Fisher,1.0,8.5,Christine Clayton Fisher,1.0,8.6,Michael Stone,1.0,8.6,Michael Stone,1.0,8.8,Caleb Rothe,1.0,8.7,Caleb Rothe,1.0,9,Mark Waymire,1.0,8.7,Mark Waymire,1.0,9.1,Ron Ellis,1.0,8.8,Ron Ellis,1.0,8.9,,,,Chris Rapacki,1.0,8.4,Chris Rapacki,1.0,8.6,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,1.0,8.8,Phil Madden,1.0,8.9,Ted Wemhoff,1.0,8.6,Ted Wemhoff,1.0,8.8,,,
Colts,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,80.65,2,Christine Clayton Fisher,2.0,7.8,Christine Clayton Fisher,3.0,7.9,Michael Stone,2.0,8,Michael Stone,2.0,8.2,Caleb Rothe,3.0,7.8,Caleb Rothe,2.0,8.2,Mark Waymire,3.0,7.9,Mark Waymire,3.0,8.1,Ron Ellis,2.0,8.4,Ron Ellis,3.0,8.4,,,,Chris Rapacki,4.0,7.8,Chris Rapacki,2.0,8.1,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,2.0,8.2,Phil Madden,2.0,8.5,Ted Wemhoff,3.0,7.8,Ted Wemhoff,3.0,8,,,
Genesis,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,73.3,6,Christine Clayton Fisher,5.0,7.2,Christine Clayton Fisher,5.0,7.6,Michael Stone,6.0,7.1,Michael Stone,6.0,7.5,Caleb Rothe,6.0,7.1,Caleb Rothe,6.0,7.4,Mark Waymire,6.0,7.1,Mark Waymire,7.0,7.2,Ron Ellis,6.0,7.3,Ron Ellis,5.0,7.8,,,,Chris Rapacki,7.0,6.8,Chris Rapacki,7.0,7,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,6.0,7.6,Phil Madden,5.0,7.9,Ted Wemhoff,6.0,7.3,Ted Wemhoff,6.0,7.6,,,
Jersey Surf,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,72.05,7,Christine Clayton Fisher,6.0,7,Christine Clayton Fisher,7.0,7.3,Michael Stone,7.0,7,Michael Stone,7.0,7.4,Caleb Rothe,7.0,6.9,Caleb Rothe,7.0,7.2,Mark Waymire,7.0,6.9,Mark Waymire,6.0,7.3,Ron Ellis,7.0,7.1,Ron Ellis,7.0,7.5,,,,Chris Rapacki,6.0,7.2,Chris Rapacki,6.0,7.3,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,7.0,7.5,Phil Madden,7.0,7.7,Ted Wemhoff,7.0,6.9,Ted Wemhoff,7.0,7.4,,,
Madison Scouts,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,76.925,4,Christine Clayton Fisher,4.0,7.4,Christine Clayton Fisher,6.0,7.5,Michael Stone,4.0,7.6,Michael Stone,5.0,7.6,Caleb Rothe,5.0,7.5,Caleb Rothe,5.0,7.7,Mark Waymire,5.0,7.2,Mark Waymire,5.0,7.6,Ron Ellis,4.0,8,Ron Ellis,2.0,8.5,,,,Chris Rapacki,3.0,7.85,Chris Rapacki,3.0,8,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,4.0,7.9,Phil Madden,6.0,7.8,Ted Wemhoff,5.0,7.4,Ted Wemhoff,4.0,7.9,,,
Pacific Crest,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,80.25,3,Christine Clayton Fisher,3.0,7.6,Christine Clayton Fisher,2.0,8,Michael Stone,3.0,7.9,Michael Stone,3.0,8.1,Caleb Rothe,2.0,7.9,Caleb Rothe,3.0,8,Mark Waymire,2.0,8.1,Mark Waymire,2.0,8.2,Ron Ellis,3.0,8.3,Ron Ellis,4.0,8.3,,,,Chris Rapacki,2.0,7.9,Chris Rapacki,4.0,7.9,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,3.0,8,Phil Madden,3.0,8.4,Ted Wemhoff,2.0,7.9,Ted Wemhoff,2.0,8.1,,,
Troopers,DCI Birmingham,2019-07-26,"Trussville, AL",Caleb Rothe,2019,76.6,5,Christine Clayton Fisher,7.0,6.9,Christine Clayton Fisher,4.0,7.7,Michael Stone,5.0,7.5,Michael Stone,4.0,7.9,Caleb Rothe,4.0,7.6,Caleb Rothe,4.0,7.8,Mark Waymire,4.0,7.5,Mark Waymire,4.0,7.7,Ron Ellis,5.0,7.6,Ron Ellis,6.0,7.7,,,,Chris Rapacki,5.0,7.5,Chris Rapacki,5.0,7.7,,,,Jill Moyer,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,5.0,7.8,Phil Madden,4.0,8.1,Ted Wemhoff,4.0,7.6,Ted Wemhoff,5.0,7.8,,,
Genesis,DCI Southern Alabama,2019-07-25,"Dothan, AL",George Oliviero,2019,72.75,4,George Oliviero,4.0,7.2,George Oliviero,4.0,7.3,Damon Padilla,4.0,7.3,Damon Padilla,4.0,7.5,Mark Waymire,4.0,6.8,Mark Waymire,4.0,7,Caleb Rothe,4.0,7,Caleb Rothe,4.0,7.2,Ron Ellis,4.0,7.5,Ron Ellis,4.0,7.7,,,,Dave Carbone,5.0,7,Dave Carbone,5.0,7.1,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,4.0,7.5,Phil Madden,4.0,7.9,CHRIS CHURCH,4.0,7.4,CHRIS CHURCH,4.0,7.5,,,
Mandarins,DCI Southern Alabama,2019-07-25,"Dothan, AL",George Oliviero,2019,85.65,1,George Oliviero,1.0,8.8,George Oliviero,1.0,8.8,Damon Padilla,1.0,8.5,Damon Padilla,1.0,8.6,Mark Waymire,1.0,8.6,Mark Waymire,1.0,8.8,Caleb Rothe,1.0,8.4,Caleb Rothe,1.0,8.6,Ron Ellis,1.0,8.5,Ron Ellis,1.0,8.6,,,,Dave Carbone,2.0,7.8,Dave Carbone,2.0,8.1,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,1.0,8.5,Phil Madden,1.0,8.7,CHRIS CHURCH,1.0,8.7,CHRIS CHURCH,1.0,8.8,,,
Pacific Crest,DCI Southern Alabama,2019-07-25,"Dothan, AL",George Oliviero,2019,78.6,3,George Oliviero,3.0,7.6,George Oliviero,3.0,7.7,Damon Padilla,3.0,7.7,Damon Padilla,3.0,7.8,Mark Waymire,3.0,8,Mark Waymire,3.0,8.1,Caleb Rothe,2.0,7.8,Caleb Rothe,3.0,8,Ron Ellis,3.0,7.9,Ron Ellis,3.0,8.1,,,,Dave Carbone,3.0,7.5,Dave Carbone,3.0,7.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,3.0,7.8,Phil Madden,3.0,8.2,CHRIS CHURCH,3.0,7.8,CHRIS CHURCH,3.0,8,,,
Seattle Cascades,DCI Southern Alabama,2019-07-25,"Dothan, AL",George Oliviero,2019,69.3,5,George Oliviero,5.0,7,George Oliviero,5.0,6.5,Damon Padilla,5.0,6.8,Damon Padilla,5.0,7,Mark Waymire,5.0,6.5,Mark Waymire,5.0,6.6,Caleb Rothe,5.0,6.7,Caleb Rothe,5.0,6.9,Ron Ellis,5.0,7.3,Ron Ellis,5.0,7.5,,,,Dave Carbone,4.0,7.2,Dave Carbone,4.0,7.3,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,5.0,7.2,Phil Madden,5.0,7.7,CHRIS CHURCH,5.0,6.6,CHRIS CHURCH,5.0,6.9,,,
Spirit of Atlanta,DCI Southern Alabama,2019-07-25,"Dothan, AL",George Oliviero,2019,82.3,2,George Oliviero,2.0,8.1,George Oliviero,2.0,8.3,Damon Padilla,2.0,8.3,Damon Padilla,2.0,8.4,Mark Waymire,2.0,8.2,Mark Waymire,2.0,8.3,Caleb Rothe,3.0,7.7,Caleb Rothe,2.0,8.2,Ron Ellis,2.0,8.3,Ron Ellis,2.0,8.5,,,,Dave Carbone,1.0,8,Dave Carbone,1.0,8.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Madden,2.0,8.2,Phil Madden,2.0,8.4,CHRIS CHURCH,2.0,8.1,CHRIS CHURCH,2.0,8.2,,,
Blue Devils,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,92.15,1,John Howell,1.0,9,John Howell,1.0,9.3,Tim Pierce,1.0,9.3,Tim Pierce,1.0,9.4,Nola Jones,1.0,9,Nola Jones,1.0,9.1,Mark Waymire,1.0,9.1,Mark Waymire,1.0,9.3,Jeff Mills,1.0,9.2,Jeff Mills,1.0,9.3,,,,Jeff Prosperie,1.0,9.2,Jeff Prosperie,1.0,9.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,1.0,9.4,Ken Giese,1.0,9.4,Michael Thompson,1.0,9.1,Michael Thompson,1.0,9.2,,,
Blue Stars,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,87.35,2,John Howell,2.0,8.5,John Howell,2.0,8.9,Tim Pierce,2.0,8.8,Tim Pierce,2.0,9,Nola Jones,2.0,8.7,Nola Jones,2.0,8.7,Mark Waymire,2.0,8.8,Mark Waymire,2.0,8.9,Jeff Mills,3.0,8.5,Jeff Mills,3.0,8.6,,,,Jeff Prosperie,3.0,8.5,Jeff Prosperie,3.0,8.5,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,2.0,8.8,Ken Giese,2.0,8.9,Michael Thompson,2.0,8.6,Michael Thompson,2.0,8.8,,,
Madison Scouts,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,74.6,7,John Howell,6.0,7.2,John Howell,7.0,7.3,Tim Pierce,7.0,7.5,Tim Pierce,7.0,7.7,Nola Jones,7.0,7.3,Nola Jones,7.0,7.4,Mark Waymire,7.0,7.1,Mark Waymire,7.0,7.5,Jeff Mills,6.0,7.9,Jeff Mills,6.0,8,,,,Jeff Prosperie,6.0,7.2,Jeff Prosperie,6.0,7.4,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,6.0,7.6,Ken Giese,7.0,7.4,Michael Thompson,7.0,7.4,Michael Thompson,7.0,7.4,,,
Mandarins,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,84.65,3,John Howell,3.0,8.4,John Howell,3.0,8.5,Tim Pierce,3.0,8.5,Tim Pierce,3.0,8.6,Nola Jones,3.0,8.4,Nola Jones,3.0,8.6,Mark Waymire,4.0,8.4,Mark Waymire,4.0,8.6,Jeff Mills,4.0,8.4,Jeff Mills,4.0,8.5,,,,Jeff Prosperie,4.0,7.8,Jeff Prosperie,4.0,8.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,3.0,8.6,Ken Giese,3.0,8.6,Michael Thompson,3.0,8.5,Michael Thompson,3.0,8.6,,,
Seattle Cascades,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,67.8,8,John Howell,8.0,6.2,John Howell,8.0,6.6,Tim Pierce,8.0,6.8,Tim Pierce,8.0,7.1,Nola Jones,8.0,6.2,Nola Jones,8.0,6.7,Mark Waymire,8.0,6.3,Mark Waymire,8.0,6.7,Jeff Mills,8.0,7.3,Jeff Mills,8.0,7.5,,,,Jeff Prosperie,8.0,6.7,Jeff Prosperie,8.0,7,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,8.0,7,Ken Giese,8.0,7.2,Michael Thompson,8.0,6.6,Michael Thompson,8.0,6.9,,,
The Academy,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,79.4,5,John Howell,5.0,7.8,John Howell,5.0,7.9,Tim Pierce,5.0,7.8,Tim Pierce,5.0,8,Nola Jones,5.0,7.9,Nola Jones,5.0,8.1,Mark Waymire,5.0,7.8,Mark Waymire,5.0,8.1,Jeff Mills,5.0,8.2,Jeff Mills,5.0,8.4,,,,Jeff Prosperie,7.0,7.1,Jeff Prosperie,7.0,7.3,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,4.0,8.3,Ken Giese,4.0,8.4,Michael Thompson,5.0,7.9,Michael Thompson,5.0,8,,,
The Cadets,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,84.05,4,John Howell,4.0,8.2,John Howell,4.0,8.3,Tim Pierce,4.0,8.2,Tim Pierce,4.0,8.3,Nola Jones,4.0,8.1,Nola Jones,4.0,8.4,Mark Waymire,3.0,8.5,Mark Waymire,3.0,8.7,Jeff Mills,2.0,8.6,Jeff Mills,2.0,8.7,,,,Jeff Prosperie,2.0,9.1,Jeff Prosperie,2.0,9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,5.0,8.2,Ken Giese,5.0,8.3,Michael Thompson,4.0,8.1,Michael Thompson,4.0,8.4,,,
Troopers,DCI Southern Mississippi,2019-07-24,"Hattiesburg, MS",Nola Jones,2019,76.1,6,John Howell,6.0,7.2,John Howell,6.0,7.7,Tim Pierce,6.0,7.7,Tim Pierce,6.0,7.8,Nola Jones,6.0,7.4,Nola Jones,6.0,7.7,Mark Waymire,6.0,7.5,Mark Waymire,6.0,7.7,Jeff Mills,7.0,7.6,Jeff Mills,7.0,7.8,,,,Jeff Prosperie,5.0,7.4,Jeff Prosperie,5.0,7.5,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Giese,7.0,7.5,Ken Giese,6.0,8,Michael Thompson,6.0,7.5,Michael Thompson,6.0,7.6,,,
